session_id,user_id,start_time,duration_minutes,session_goal,is_duration_mismatch
114,664,2025-12-12 18:07:22,111.1,deep_study,False
115,1111,2025-03-08 05:17:22,49.9,deep_study,True
116,1237,2025-08-30 11:39:41,28.4,quick_quiz,False
117,239,2025-05-25 17:05:24,104.0,deep_study,False
118,966,2025-06-05 15:31:01,17.7,quick_quiz,False
119,1555,2025-11-21 13:21:58,21.8,quick_quiz,False
120,660,2025-11-07 15:35:59,27.8,quick_quiz,False
121,222,2025-03-06 18:29:25,113.2,deep_study,False
122,1723,2025-01-23 18:37:26,25.4,quick_quiz,False
123,194,2025-02-10 06:40:34,110.7,deep_study,False
124,68,2025-11-08 13:38:59,95.4,deep_study,False
125,425,2025-08-26 09:56:41,21.6,quick_quiz,False
126,1351,2025-01-12 04:35:12,20.4,quick_quiz,False
127,1563,2025-10-10 10:43:41,56.4,revision,False
128,1607,2025-12-24 10:43:51,33.9,revision,False
129,632,2025-06-21 03:30:31,56.6,revision,False
130,1081,2025-01-05 19:12:19,49.6,quick_quiz,True
131,1961,2025-10-26 01:53:10,50.3,revision,False
132,1541,2025-03-28 23:41:26,103.4,deep_study,False
133,1564,2025-05-12 09:11:25,50.1,revision,False
134,75,2025-08-29 02:24:19,50.6,revision,False
135,1227,2025-04-07 12:54:19,99.7,deep_study,False
136,1860,2025-09-07 02:19:22,99.8,deep_study,False
137,1871,2025-08-05 20:08:43,55.2,revision,False
138,652,2025-01-05 12:32:16,48.4,revision,False
139,1500,2025-11-26 15:48:51,34.7,revision,False
140,1360,2025-03-06 05:40:33,44.9,revision,False
141,996,2025-04-04 13:16:28,22.4,quick_quiz,False
142,435,2025-07-16 20:55:25,38.3,revision,False
143,586,2025-06-06 14:48:50,24.6,quick_quiz,False
144,1541,2025-06-22 12:08:25,64.7,deep_study,False
145,169,2025-11-29 15:59:24,86.9,deep_study,False
146,862,2025-07-13 03:51:20,39.5,revision,False
147,1978,2025-06-06 16:19:48,30.5,revision,False
148,526,2025-01-01 01:34:54,23.4,quick_quiz,False
149,1003,2025-08-29 10:06:53,53.8,revision,False
150,207,2025-08-07 09:19:10,56.7,revision,False
151,1902,2025-05-13 08:59:29,50.1,revision,False
152,689,2025-03-28 13:44:50,31.6,revision,False
153,1838,2025-10-26 00:50:21,79.9,deep_study,False
154,1023,2025-09-13 05:14:32,22.1,quick_quiz,False
155,358,2025-02-07 20:10:43,43.6,revision,False
156,1236,2025-05-13 13:40:44,36.7,revision,False
157,698,2025-11-07 15:43:36,98.0,deep_study,False
158,1382,2025-09-30 16:00:34,91.3,deep_study,False
159,848,2025-07-11 05:42:25,113.8,deep_study,False
160,23,2025-10-08 05:25:05,25.8,quick_quiz,False
161,873,2025-03-18 02:07:13,18.8,quick_quiz,False
162,297,2025-06-02 14:03:38,57.9,revision,False
163,405,2025-03-16 00:19:22,27.4,quick_quiz,False
164,1581,2025-06-10 23:08:37,66.5,deep_study,False
165,1843,2025-06-24 23:00:25,53.2,deep_study,True
166,1231,2025-07-15 19:27:43,23.8,quick_quiz,False
167,1787,2025-07-25 23:21:14,22.5,quick_quiz,False
168,682,2025-06-18 02:05:06,93.2,deep_study,False
169,382,2025-07-17 10:00:21,44.5,revision,False
170,1602,2025-09-26 16:12:30,114.6,deep_study,False
171,1334,2025-02-19 20:36:17,103.8,deep_study,False
172,681,2025-08-24 09:49:40,49.7,revision,False
173,955,2025-05-30 09:18:56,22.6,quick_quiz,False
174,319,2025-09-26 22:42:45,24.1,quick_quiz,False
175,131,2025-05-14 03:40:32,76.4,deep_study,False
176,1327,2025-02-21 19:06:56,21.8,quick_quiz,False
177,519,2025-12-11 06:11:25,96.2,deep_study,False
178,1088,2025-09-30 10:24:03,77.9,deep_study,False
179,1639,2025-10-14 03:38:51,19.7,quick_quiz,False
180,304,2025-03-20 00:25:19,49.0,revision,False
181,1560,2025-09-24 15:40:52,102.9,deep_study,False
182,1278,2025-10-03 21:22:29,100.3,deep_study,False
183,1224,2025-07-15 16:37:38,117.5,deep_study,False
184,1665,2025-10-03 20:58:02,49.1,revision,False
185,573,2025-07-06 13:22:19,20.3,quick_quiz,False
186,101,2025-10-03 18:49:55,58.3,revision,False
187,742,2025-11-23 18:19:00,104.9,deep_study,False
188,1843,2025-06-14 00:55:34,28.2,quick_quiz,False
189,131,2025-01-10 19:33:12,45.7,revision,False
190,1069,2025-01-22 23:35:41,15.8,quick_quiz,False
191,627,2025-03-04 12:01:35,52.5,revision,False
192,1018,2025-02-26 20:48:41,50.5,revision,False
193,934,2025-04-25 14:54:34,101.4,deep_study,False
194,1529,2025-05-20 07:09:45,46.2,revision,False
195,1918,2025-12-04 02:40:33,66.1,deep_study,False
196,1377,2025-03-29 02:41:46,23.4,quick_quiz,False
197,1345,2025-04-03 06:33:01,23.4,quick_quiz,False
198,1662,2025-09-28 08:23:16,53.9,revision,False
199,1204,2025-12-26 19:27:51,99.9,deep_study,False
200,1085,2025-11-03 01:43:54,85.0,deep_study,False
201,1502,2025-08-03 10:10:27,39.4,revision,False
202,835,2025-03-20 20:54:36,104.6,deep_study,False
203,1999,2025-12-04 22:05:18,106.9,deep_study,False
204,84,2025-09-04 03:20:12,73.5,deep_study,False
205,1949,2025-10-21 06:06:50,24.7,quick_quiz,False
206,1325,2025-03-18 07:13:28,26.1,quick_quiz,False
207,435,2025-04-25 05:56:06,29.5,quick_quiz,False
208,301,2025-01-29 22:06:04,119.0,deep_study,False
209,241,2025-07-19 13:23:59,35.2,revision,False
210,1577,2025-04-19 09:30:52,31.2,revision,False
211,1958,2025-08-15 19:08:40,33.9,revision,False
212,310,2025-07-01 02:31:23,30.2,revision,False
213,1371,2025-03-01 16:37:09,17.3,quick_quiz,False
214,942,2025-10-28 11:02:33,47.9,revision,False
215,547,2025-09-15 01:15:50,48.5,revision,False
216,1970,2025-08-02 15:51:52,107.4,deep_study,False
217,1793,2025-05-04 10:39:38,53.5,revision,False
218,517,2025-07-22 04:24:08,29.4,quick_quiz,False
219,989,2025-06-11 12:45:36,90.3,deep_study,False
220,373,2025-05-16 16:40:17,84.2,deep_study,False
221,1671,2025-05-09 21:22:42,36.4,revision,False
222,1845,2025-10-20 07:15:34,77.6,deep_study,False
223,259,2025-08-07 00:01:06,88.5,deep_study,False
224,1031,2025-01-04 10:03:23,29.7,quick_quiz,False
225,1405,2025-04-04 08:12:16,80.8,deep_study,False
226,1779,2025-08-30 05:22:01,24.2,quick_quiz,False
227,32,2025-12-10 22:57:03,15.6,quick_quiz,False
228,606,2025-02-14 00:43:21,115.0,deep_study,False
229,452,2025-04-20 20:09:26,46.2,revision,False
230,859,2025-07-17 13:45:33,22.7,deep_study,True
231,358,2025-12-15 20:35:29,15.7,quick_quiz,False
232,1983,2025-02-01 23:30:54,19.8,quick_quiz,False
233,595,2025-10-28 07:51:03,70.0,deep_study,False
234,443,2025-01-26 10:14:29,60.4,deep_study,False
235,1115,2025-03-24 18:56:10,48.9,revision,False
236,1432,2025-02-10 08:40:05,42.7,revision,False
237,588,2025-12-08 05:29:33,109.7,deep_study,False
238,1375,2025-09-09 02:23:12,106.5,deep_study,False
239,430,2025-09-24 10:23:21,32.2,revision,False
240,558,2025-05-09 19:48:41,87.6,deep_study,False
241,1665,2025-11-05 10:37:06,63.3,quick_quiz,True
242,444,2025-11-16 02:02:49,64.2,deep_study,False
243,1495,2025-05-31 16:43:33,75.5,deep_study,False
244,801,2025-05-03 21:06:04,84.3,deep_study,False
245,452,2025-09-07 02:29:35,92.1,quick_quiz,True
246,1627,2025-10-17 16:46:03,63.8,deep_study,False
247,665,2025-01-29 04:34:57,102.1,deep_study,False
248,151,2025-04-23 13:28:22,22.5,quick_quiz,False
249,1325,2025-02-03 14:17:13,39.0,revision,False
250,1545,2025-05-29 03:01:55,28.9,quick_quiz,False
251,1631,2025-07-04 01:53:07,99.6,deep_study,False
252,380,2025-10-18 00:15:03,36.6,revision,False
253,756,2025-07-31 22:31:14,27.0,quick_quiz,False
254,1347,2025-04-26 18:05:16,24.5,quick_quiz,False
255,405,2025-11-05 18:05:47,28.7,quick_quiz,False
256,644,2025-01-05 07:55:38,24.7,quick_quiz,False
257,323,2025-02-17 20:38:05,46.7,revision,False
258,1600,2025-02-03 01:26:23,23.1,revision,True
259,956,2025-12-17 21:39:45,26.2,quick_quiz,False
260,859,2025-12-18 17:03:54,36.4,revision,False
261,105,2025-03-04 12:12:12,22.7,quick_quiz,False
262,1314,2025-04-09 03:43:26,48.5,revision,False
263,33,2025-11-07 13:22:18,35.4,revision,False
264,29,2025-10-19 16:13:01,63.3,deep_study,False
265,1238,2025-06-29 03:18:11,119.7,deep_study,False
266,388,2025-09-18 20:33:37,32.2,revision,False
267,103,2025-10-09 18:58:55,65.9,deep_study,False
268,309,2025-05-19 16:46:14,58.5,revision,False
269,1340,2025-02-08 20:29:15,49.7,revision,False
270,523,2025-03-17 03:32:14,64.2,deep_study,False
271,162,2025-08-28 08:43:40,43.5,revision,False
272,1905,2025-03-01 04:25:26,101.6,deep_study,False
273,526,2025-05-03 20:26:19,81.9,deep_study,False
274,1215,2025-05-02 15:22:24,35.1,revision,False
275,1299,2025-10-15 07:35:12,18.3,quick_quiz,False
276,994,2025-05-20 14:39:08,76.6,deep_study,False
277,582,2025-12-07 22:29:20,52.0,revision,False
278,1231,2025-10-28 21:21:05,43.4,revision,False
279,1377,2025-03-10 06:17:47,46.6,revision,False
280,1786,2025-04-19 23:31:48,32.5,revision,False
281,1570,2025-07-29 04:17:02,68.4,deep_study,False
282,1370,2025-09-01 08:30:40,26.0,quick_quiz,False
283,781,2025-01-08 05:38:48,16.1,quick_quiz,False
284,1468,2025-11-12 14:22:34,97.9,deep_study,False
285,1173,2025-08-18 03:32:13,84.3,deep_study,False
286,1942,2025-04-12 05:07:12,15.5,quick_quiz,False
287,236,2025-07-03 08:19:39,119.9,deep_study,False
288,1190,2025-06-02 10:20:59,68.9,deep_study,False
289,71,2025-10-12 18:10:09,53.2,revision,False
290,784,2025-07-14 14:48:23,68.0,deep_study,False
291,1617,2025-07-15 00:32:17,21.0,quick_quiz,False
292,1531,2025-11-10 05:29:53,110.9,quick_quiz,True
293,441,2025-10-22 01:40:19,101.0,deep_study,False
294,422,2025-03-11 13:45:14,21.7,quick_quiz,False
295,1908,2025-12-05 17:26:52,47.0,revision,False
296,1786,2025-07-07 18:34:42,52.1,revision,False
297,783,2025-10-23 17:26:13,31.2,revision,False
298,155,2025-05-24 11:23:07,63.8,deep_study,False
299,1405,2025-07-21 03:02:24,50.1,revision,False
300,1116,2025-07-02 09:40:51,40.8,revision,False
301,567,2025-01-16 11:56:19,56.4,revision,False
302,960,2025-10-01 07:17:50,39.7,revision,False
303,1657,2025-04-17 05:09:39,49.0,revision,False
304,1210,2025-07-31 09:42:37,18.9,quick_quiz,False
305,1752,2025-05-28 00:02:53,20.6,quick_quiz,False
306,553,2025-11-21 11:08:10,99.2,deep_study,False
307,533,2025-12-19 08:06:44,75.1,deep_study,False
308,1835,2025-11-14 09:11:55,42.2,revision,False
309,170,2025-07-07 05:35:30,89.2,deep_study,False
310,319,2025-12-09 13:09:18,30.2,revision,False
311,1489,2025-01-30 22:30:51,17.5,quick_quiz,False
312,1894,2025-02-28 08:20:31,76.8,deep_study,False
313,624,2025-10-06 13:44:44,81.7,deep_study,False
314,714,2025-06-11 00:28:46,24.9,quick_quiz,False
315,1157,2025-07-07 00:03:37,51.6,revision,False
316,1000,2025-08-18 10:34:13,88.7,deep_study,False
317,131,2025-01-09 17:12:44,55.0,revision,False
318,1455,2025-08-19 01:04:49,67.7,deep_study,False
319,1459,2025-01-16 05:17:07,24.4,quick_quiz,False
320,836,2025-03-06 14:24:50,34.4,revision,False
321,818,2025-06-07 11:07:36,35.4,revision,False
322,1541,2025-01-08 05:33:04,23.5,quick_quiz,False
323,691,2025-11-15 23:06:06,51.8,revision,False
324,345,2025-06-24 10:52:43,65.1,deep_study,False
325,1402,2025-07-07 01:28:29,22.1,quick_quiz,False
326,804,2025-08-22 08:13:21,109.8,deep_study,False
327,577,2025-10-26 01:31:34,47.5,revision,False
328,583,2025-04-13 17:30:41,99.6,deep_study,False
329,1491,2025-12-25 04:56:35,101.1,deep_study,False
330,1091,2025-03-31 06:01:11,23.9,quick_quiz,False
331,545,2025-01-07 10:22:29,34.0,revision,False
332,1355,2025-07-15 20:58:17,55.8,revision,False
333,909,2025-08-24 03:46:18,109.6,deep_study,False
334,1683,2025-08-27 17:52:05,22.1,quick_quiz,False
335,644,2025-07-26 09:17:10,112.7,deep_study,False
336,147,2025-07-07 06:48:40,67.1,deep_study,False
337,1174,2025-07-29 10:30:34,114.1,deep_study,False
338,670,2025-10-28 22:18:56,28.5,quick_quiz,False
339,591,2025-06-13 09:03:33,21.5,quick_quiz,False
340,1505,2025-07-25 18:14:52,62.6,deep_study,False
341,1473,2025-07-07 05:42:58,58.2,revision,False
342,805,2025-08-17 18:19:33,82.9,deep_study,False
343,1055,2025-11-22 03:10:52,28.6,quick_quiz,False
344,1287,2025-02-21 23:52:51,65.9,deep_study,False
345,1377,2025-12-20 10:36:37,53.0,revision,False
346,1186,2025-12-07 12:03:15,38.5,revision,False
347,1043,2025-01-03 02:58:44,18.9,quick_quiz,False
348,1460,2025-08-13 11:13:50,53.7,revision,False
349,311,2025-05-26 15:31:54,22.8,quick_quiz,False
350,1877,2025-05-03 16:25:02,101.3,deep_study,False
351,997,2025-06-15 11:16:30,66.4,deep_study,False
352,1526,2025-11-29 00:57:45,37.6,revision,False
353,298,2025-08-26 15:08:28,23.5,quick_quiz,False
354,372,2025-10-21 04:50:53,25.2,quick_quiz,False
355,937,2025-08-05 12:51:38,93.1,deep_study,False
356,325,2025-08-04 12:08:55,82.2,deep_study,False
357,1341,2025-08-13 08:05:56,59.7,revision,False
358,261,2025-10-13 17:59:21,102.3,deep_study,False
359,149,2025-02-16 05:57:35,55.9,revision,False
360,1439,2025-09-29 14:03:18,86.8,deep_study,False
361,1131,2025-07-17 10:06:18,66.0,deep_study,False
362,1825,2025-08-02 19:44:32,20.1,quick_quiz,False
363,1417,2025-01-21 05:10:02,25.3,quick_quiz,False
364,1640,2025-01-03 01:18:44,29.5,quick_quiz,False
365,1148,2025-07-03 04:16:13,109.4,deep_study,False
366,443,2025-01-25 21:16:23,86.1,deep_study,False
367,1265,2025-08-25 12:33:37,82.3,deep_study,False
368,529,2025-06-05 14:16:50,29.0,revision,True
369,463,2025-10-04 08:38:49,45.6,revision,False
370,1859,2025-10-28 10:33:12,31.7,revision,False
371,1347,2025-06-20 11:30:57,49.2,revision,False
372,997,2025-11-01 11:01:53,17.9,deep_study,True
373,1805,2025-03-31 23:19:47,90.9,deep_study,False
374,196,2025-05-20 17:01:11,25.1,quick_quiz,False
375,363,2025-03-03 03:29:29,30.0,revision,False
376,53,2025-06-05 02:59:30,76.6,deep_study,False
377,361,2025-08-16 14:39:47,83.7,deep_study,False
378,1329,2025-10-01 06:13:54,15.2,quick_quiz,False
379,748,2025-04-21 11:40:27,16.4,quick_quiz,False
380,433,2025-08-15 09:19:26,93.5,deep_study,False
381,311,2025-04-18 09:14:23,58.9,revision,False
382,848,2025-06-26 14:39:40,58.9,revision,False
383,1537,2025-04-12 09:41:54,47.2,revision,False
384,1263,2025-08-05 22:48:56,22.6,quick_quiz,False
385,604,2025-02-15 10:36:10,38.8,revision,False
386,1452,2025-12-07 05:57:55,58.7,revision,False
387,367,2025-04-08 03:29:15,53.8,revision,False
388,956,2025-08-07 17:06:42,59.0,revision,False
389,367,2025-05-12 21:52:03,18.6,quick_quiz,False
390,1539,2025-06-28 22:13:32,43.8,revision,False
391,1373,2025-07-07 04:17:15,27.9,quick_quiz,False
392,289,2025-09-04 02:09:21,64.1,deep_study,False
393,1099,2025-09-30 07:26:05,18.3,quick_quiz,False
394,72,2025-05-18 03:05:44,19.7,quick_quiz,False
395,931,2025-11-20 04:27:08,30.3,revision,False
396,588,2025-06-04 22:18:10,77.2,deep_study,False
397,1596,2025-01-30 12:38:23,27.3,quick_quiz,False
398,838,2025-05-02 21:30:22,17.7,quick_quiz,False
399,1658,2025-04-15 11:58:05,56.8,revision,False
400,1366,2025-12-28 06:36:26,52.4,revision,False
401,1129,2025-03-19 13:01:37,89.9,deep_study,False
402,1407,2025-04-14 01:45:26,74.5,deep_study,False
403,1651,2025-04-07 23:19:48,18.0,quick_quiz,False
404,472,2025-10-30 12:13:58,81.4,deep_study,False
405,983,2025-09-20 11:01:31,57.6,revision,False
406,580,2025-01-03 13:44:13,44.8,revision,False
407,598,2025-01-17 09:55:15,92.5,deep_study,False
408,8,2025-05-03 11:53:55,82.3,deep_study,False
409,1598,2025-12-15 08:38:37,29.8,quick_quiz,False
410,861,2025-03-13 00:29:21,38.2,revision,False
411,304,2025-04-19 20:16:27,57.5,revision,False
412,304,2025-02-19 19:20:20,52.5,revision,False
413,1875,2025-07-05 18:15:58,108.0,deep_study,False
414,1543,2025-05-15 20:58:03,62.0,deep_study,False
415,754,2025-03-09 21:15:26,101.2,deep_study,False
416,702,2025-07-21 06:01:19,67.2,deep_study,False
417,748,2025-01-05 14:10:12,50.7,revision,False
418,606,2025-02-09 03:02:16,41.4,revision,False
419,1850,2025-04-11 20:35:11,48.4,revision,False
420,388,2025-04-15 15:04:00,75.8,deep_study,False
421,1718,2025-05-23 02:39:37,48.4,revision,False
422,931,2025-06-12 18:13:45,85.4,deep_study,False
423,920,2025-11-28 18:53:46,82.3,deep_study,False
424,1902,2025-08-10 21:55:28,21.8,quick_quiz,False
425,178,2025-03-30 18:23:47,47.3,revision,False
426,451,2025-11-09 06:38:22,51.6,revision,False
427,1779,2025-05-28 22:05:25,43.0,revision,False
428,661,2025-10-14 19:42:37,108.0,deep_study,False
429,1614,2025-03-10 14:05:56,54.2,revision,False
430,956,2025-12-13 21:53:01,68.1,deep_study,False
431,661,2025-10-07 20:06:32,22.8,quick_quiz,False
432,1055,2025-04-08 11:14:51,44.6,revision,False
433,1055,2025-06-04 17:22:29,23.5,quick_quiz,False
434,677,2025-03-25 16:18:03,69.8,deep_study,False
435,1177,2025-09-02 14:44:28,44.3,revision,False
436,1440,2025-04-11 21:13:25,26.2,quick_quiz,False
437,745,2025-12-28 21:25:15,93.6,deep_study,False
438,1918,2025-06-09 21:53:23,40.3,revision,False
439,1254,2025-08-24 04:22:39,56.0,revision,False
440,1102,2025-09-10 02:20:20,94.6,deep_study,False
441,1528,2025-04-21 12:44:44,29.7,quick_quiz,False
442,1117,2025-07-09 07:46:15,50.2,revision,False
443,246,2025-01-31 10:48:39,86.8,deep_study,False
444,677,2025-09-03 07:59:03,77.2,deep_study,False
445,1916,2025-09-06 18:38:39,28.0,quick_quiz,False
446,1335,2025-09-03 03:53:40,40.1,revision,False
447,348,2025-12-19 06:32:01,21.1,quick_quiz,False
448,753,2025-03-30 15:08:43,69.7,deep_study,False
449,1008,2025-10-03 21:43:12,24.8,quick_quiz,False
450,1795,2025-04-16 08:12:55,98.7,deep_study,False
451,1793,2025-05-22 00:56:29,106.9,deep_study,False
452,75,2025-06-24 20:59:40,22.8,quick_quiz,False
453,1744,2025-01-09 23:19:04,35.5,revision,False
454,1157,2025-04-08 17:31:12,18.5,quick_quiz,False
455,1586,2025-02-01 02:15:26,25.5,quick_quiz,False
456,1117,2025-02-07 02:37:30,21.0,quick_quiz,False
457,1995,2025-08-01 23:46:22,112.7,deep_study,False
458,1708,2025-07-23 11:52:24,53.1,revision,False
459,783,2025-04-12 22:13:56,32.5,revision,False
460,113,2025-12-28 19:02:39,32.5,revision,False
461,1759,2025-04-07 01:54:09,78.6,deep_study,False
462,861,2025-02-19 02:14:33,21.6,quick_quiz,False
463,866,2025-01-12 02:18:13,55.2,revision,False
464,894,2025-05-07 07:05:45,27.9,revision,True
465,1270,2025-12-05 05:21:36,22.0,quick_quiz,False
466,927,2025-06-22 18:15:19,19.1,quick_quiz,False
467,1081,2025-07-29 10:31:28,116.9,deep_study,False
468,1331,2025-09-03 01:47:21,47.9,revision,False
469,1127,2025-06-18 22:16:58,112.6,deep_study,False
470,352,2025-05-01 06:15:09,98.4,deep_study,False
471,575,2025-03-30 04:59:25,44.4,revision,False
472,36,2025-05-23 01:20:51,21.6,quick_quiz,False
473,545,2025-01-05 02:23:14,69.3,deep_study,False
474,1071,2025-07-02 05:14:30,40.3,deep_study,True
475,1791,2025-07-11 01:08:07,101.3,deep_study,False
476,906,2025-01-04 13:07:19,22.2,quick_quiz,False
477,1238,2025-08-20 20:28:41,107.9,deep_study,False
478,849,2025-05-26 02:36:48,30.2,revision,False
479,1951,2025-06-19 18:07:35,28.2,quick_quiz,False
480,682,2025-10-14 06:26:10,17.4,quick_quiz,False
481,9,2025-03-27 16:04:13,109.7,deep_study,False
482,1658,2025-04-04 00:52:40,85.3,deep_study,False
483,126,2025-08-27 03:35:21,108.0,deep_study,False
484,861,2025-04-21 13:22:50,50.5,revision,False
485,1256,2025-04-15 09:36:10,91.9,deep_study,False
486,1020,2025-03-12 20:09:29,27.8,quick_quiz,False
487,1644,2025-06-26 20:06:16,66.6,deep_study,False
488,1962,2025-08-30 20:29:09,38.2,revision,False
489,129,2025-03-01 02:08:03,79.2,deep_study,False
490,348,2025-02-09 17:15:28,71.2,revision,True
491,375,2025-06-20 06:20:21,33.8,revision,False
