event_id,session_id,event_type,timestamp
64,626,quiz_submitted,2025-01-16 11:09:11.773240
65,9830,lesson_started,2025-07-02 11:55:27.544844
66,1160,doubt_raised,2025-11-23 16:09:11.852915
67,4543,lesson_started,2025-10-18 05:03:40.104616
68,10221,lesson_started,2025-06-19 03:36:06.590995
69,7186,lesson_started,2025-09-07 17:06:20.859455
70,14887,lesson_completed,2025-12-23 04:56:14.964038
71,14983,lesson_completed,2025-03-07 03:43:54.634658
72,5261,doubt_raised,2025-09-03 02:28:58.160437
73,4973,lesson_completed,2025-07-04 12:08:11.349012
74,1167,doubt_raised,2025-06-05 14:55:17.395455
75,1278,video_completed,2025-03-04 06:00:53.055928
76,8104,lesson_started,2025-08-21 04:31:51.470785
77,27,doubt_raised,2025-09-21 04:57:24.437228
78,11144,quiz_submitted,2025-11-04 08:58:09.356197
79,6615,lesson_started,2025-04-17 11:22:33.037921
80,10196,quiz_submitted,2025-07-02 01:59:28.493139
81,10902,lesson_completed,2025-05-22 18:38:23.441224
82,14801,lesson_started,2025-10-31 13:27:32.600359
83,1194,doubt_raised,2025-07-09 07:54:34.804890
84,9714,lesson_completed,2025-06-01 21:14:47.991954
85,11439,lesson_completed,2025-01-27 13:36:20.361851
86,326,quiz_submitted,2025-08-22 09:45:24.250524
87,3703,lesson_started,2025-09-01 04:10:19.438649
88,3430,lesson_completed,2025-08-18 07:03:19.894830
89,753,video_completed,2025-02-13 14:13:41.206769
90,8413,lesson_started,2025-08-02 07:44:31.391542
91,10304,video_completed,2025-08-12 13:05:47.477757
92,9215,lesson_started,2025-05-07 18:41:55.298052
93,1659,video_completed,2025-04-27 08:59:06.701486
94,3569,lesson_started,2025-09-14 05:19:54.919806
95,9647,lesson_started,2025-01-21 13:08:51.673880
96,14865,video_completed,2025-01-12 18:59:13.794549
97,9125,video_completed,2025-06-19 06:32:29.936245
98,7108,video_completed,2025-10-10 17:04:45.618653
99,9696,lesson_started,2025-05-01 03:31:30.081910
100,14228,video_completed,2025-07-26 07:39:56.332847
101,14297,quiz_submitted,2025-09-14 14:22:01.101399
102,6215,lesson_started,2025-06-08 23:24:53.212824
103,2714,lesson_started,2025-05-29 01:55:22.119811
104,3352,quiz_submitted,2025-03-13 17:07:47.323145
105,10253,lesson_completed,2025-04-01 19:19:24.750423
106,8247,lesson_completed,2025-06-07 19:47:50.108589
107,10450,doubt_raised,2025-03-25 14:02:56.265304
108,10333,lesson_started,2025-06-17 15:26:05.200275
109,7208,video_completed,2025-11-08 06:31:30.150847
110,8150,doubt_raised,2025-07-22 05:47:27.121708
111,831,lesson_started,2025-02-22 18:01:13.808996
112,3355,video_completed,2025-04-14 14:52:20.282077
113,7886,lesson_started,2025-07-04 09:28:53.082984
114,4328,lesson_completed,2025-04-18 09:50:14.474199
115,14935,lesson_completed,2025-10-24 15:31:12.676205
116,2348,lesson_completed,2025-12-26 07:29:40.216645
117,4687,quiz_submitted,2025-05-16 16:54:28.096725
118,7055,quiz_submitted,2025-07-23 18:51:04.602675
119,13718,lesson_started,2025-03-15 05:42:11.598369
120,12321,doubt_raised,2025-11-30 22:09:26.324965
121,5640,lesson_started,2025-11-18 15:24:41.026983
122,12331,quiz_submitted,2025-12-15 02:39:35.630899
123,3225,lesson_completed,2025-12-01 19:08:57.143856
124,8683,lesson_started,2025-02-03 05:34:45.168995
125,10734,quiz_submitted,2025-02-27 15:07:33.414866
126,13297,quiz_submitted,2025-05-21 05:35:13.082333
127,8629,quiz_submitted,2025-06-14 01:26:30.655203
128,4150,video_completed,2025-11-08 08:24:06.883227
129,9941,video_completed,2025-09-28 05:28:35.126860
130,11544,quiz_submitted,2025-05-29 06:19:18.421135
131,2414,doubt_raised,2025-10-08 11:16:23.249112
132,5554,doubt_raised,2025-09-13 11:20:34.867697
133,6066,lesson_started,2025-11-05 07:36:34.854212
134,13269,video_completed,2025-09-07 13:51:32.630560
135,11812,lesson_started,2025-01-14 14:41:52.401894
136,13185,quiz_submitted,2025-11-21 10:33:39.662559
137,7106,doubt_raised,2025-04-22 17:40:01.546582
138,9996,lesson_started,2025-04-17 05:38:11.492080
139,7828,quiz_submitted,2025-01-05 16:28:29.674469
140,13481,lesson_started,2025-07-22 04:36:52.789735
141,11931,video_completed,2025-06-09 16:27:52.845942
142,1915,lesson_started,2025-08-11 03:23:39.118180
143,8737,video_completed,2025-07-26 05:35:08.286145
144,8329,video_completed,2025-07-17 12:26:29.629833
145,9339,quiz_submitted,2025-06-14 17:49:41.795125
146,430,lesson_started,2025-12-13 22:41:36.284177
147,10881,video_completed,2025-06-23 15:25:29.649108
148,8149,quiz_submitted,2025-03-10 23:15:07.624487
149,9220,lesson_started,2025-07-28 10:30:53.341857
150,10023,lesson_completed,2025-03-31 16:01:44.039482
151,9048,quiz_submitted,2025-02-12 05:28:27.321358
152,11457,lesson_completed,2025-05-15 20:09:21.582316
153,5638,lesson_completed,2025-06-05 21:32:12.393306
154,11447,lesson_completed,2025-03-16 20:47:43.463802
155,2666,doubt_raised,2025-10-31 16:07:18.893241
156,7445,lesson_started,2025-10-28 01:18:58.348637
157,10058,quiz_submitted,2025-10-19 18:30:58.899914
158,7543,quiz_submitted,2025-12-27 12:36:39.180539
159,2592,lesson_completed,2025-03-08 07:57:10.655299
160,2430,lesson_completed,2025-03-24 09:44:38.647224
161,8461,lesson_completed,2025-09-23 11:16:07.113181
162,8917,lesson_completed,2025-12-10 00:13:36.741878
163,4796,lesson_started,2025-09-07 14:34:31.601977
164,3836,lesson_started,2025-03-25 05:49:00.406139
165,10616,video_completed,2025-11-03 07:23:27.227310
166,10810,quiz_submitted,2025-02-05 16:14:38.380110
167,4650,quiz_submitted,2025-03-05 20:04:07.661667
168,9078,lesson_started,2025-08-10 17:25:21.838564
169,13617,lesson_started,2025-10-28 02:15:25.547671
170,7586,lesson_completed,2025-06-01 08:43:17.620177
171,12545,doubt_raised,2025-10-28 12:13:25.211684
172,14092,quiz_submitted,2025-05-05 05:37:42.524129
173,10184,lesson_started,2025-05-30 23:35:59.538184
174,7361,video_completed,2025-09-22 02:32:36.441022
175,6878,lesson_started,2025-06-18 11:51:53.463867
176,3042,lesson_completed,2025-05-24 09:18:15.391237
177,3613,lesson_completed,2025-11-29 20:09:48.147497
178,5033,lesson_completed,2025-08-06 09:46:11.562501
179,1366,video_completed,2025-10-27 09:14:01.903854
180,10393,quiz_submitted,2025-03-22 02:41:49.932392
181,9103,lesson_completed,2025-04-27 05:36:18.045412
182,12353,doubt_raised,2025-06-22 11:24:24.004144
183,91,lesson_started,2025-09-11 20:34:45.175124
184,10123,lesson_started,2025-08-14 06:49:48.835640
185,13679,quiz_submitted,2025-10-06 14:52:13.889910
186,5568,lesson_completed,2025-09-20 19:45:25.761743
187,10362,lesson_started,2025-07-14 19:02:40.848915
188,13251,lesson_started,2025-02-02 19:42:25.992831
189,14676,lesson_started,2025-06-04 09:31:13.451583
190,11143,lesson_started,2025-11-20 08:55:33.758948
191,6505,quiz_submitted,2025-03-22 21:40:18.025438
192,1052,lesson_completed,2025-01-19 10:07:07.018759
193,4580,lesson_completed,2025-11-28 18:15:46.227847
194,7616,video_completed,2025-02-15 17:04:00.375961
195,1851,lesson_started,2025-10-16 06:13:02.801508
196,6067,video_completed,2025-05-13 15:13:08.349426
197,12835,quiz_submitted,2025-11-19 02:46:42.039738
198,13322,video_completed,2025-05-31 00:57:16.778847
199,4218,lesson_started,2025-08-26 18:29:05.633568
200,4552,lesson_started,2025-03-01 19:32:35.908197
201,9347,quiz_submitted,2025-08-11 13:01:04.100562
202,8992,lesson_started,2025-12-02 18:01:29.937087
203,11896,lesson_completed,2025-06-30 12:13:54.862661
204,7140,doubt_raised,2025-10-01 03:33:06.282306
205,4280,lesson_completed,2025-10-23 19:14:22.473299
206,10145,video_completed,2025-05-25 04:13:43.033669
207,1900,quiz_submitted,2025-01-02 06:06:44.082535
208,13781,lesson_completed,2025-12-15 04:43:56.079835
209,4344,quiz_submitted,2025-11-02 03:47:24.630850
210,3741,lesson_completed,2025-02-24 03:41:28.333580
211,13456,quiz_submitted,2025-09-26 00:48:11.438094
212,1433,lesson_completed,2025-09-19 10:21:39.306170
213,9408,lesson_completed,2025-07-06 05:21:29.675189
214,9909,video_completed,2025-05-18 07:41:20.662084
215,7254,doubt_raised,2025-11-24 10:23:20.524466
216,13725,lesson_started,2025-12-08 23:21:38.241814
217,4049,lesson_completed,2025-01-31 01:17:36.706842
218,2780,lesson_completed,2025-11-17 07:11:01.425596
219,6412,lesson_started,2025-10-23 09:07:17.551131
220,1905,lesson_started,2025-09-13 22:15:53.434520
221,698,lesson_completed,2025-01-03 05:37:30.276173
222,5043,doubt_raised,2025-05-10 11:07:27.327214
223,1546,doubt_raised,2025-03-12 03:24:40.018105
224,1297,quiz_submitted,2025-02-02 19:16:30.032946
225,3764,video_completed,2025-05-02 10:19:36.329146
226,925,doubt_raised,2025-01-16 07:31:46.948288
227,710,lesson_started,2025-08-13 20:39:05.419106
228,7011,video_completed,2025-02-15 22:29:54.453998
229,14266,lesson_completed,2025-08-25 11:43:05.677340
230,11369,quiz_submitted,2025-11-05 11:46:07.369834
231,8583,quiz_submitted,2025-12-11 06:29:33.377430
232,576,lesson_completed,2025-05-07 02:45:29.799172
233,11806,lesson_completed,2025-03-17 16:49:31.945790
234,13099,video_completed,2025-07-20 09:09:38.237682
235,12952,lesson_started,2025-09-27 05:11:40.206081
236,3716,lesson_started,2025-08-12 11:32:34.888698
237,14737,lesson_started,2025-05-10 06:43:14.292639
238,5552,lesson_started,2025-12-11 04:57:24.030673
239,604,lesson_started,2025-08-31 00:32:47.534514
240,1477,lesson_completed,2025-10-16 11:22:43.905504
241,14486,quiz_submitted,2025-04-05 21:04:36.649597
242,10609,lesson_completed,2025-03-10 15:43:50.475125
243,12185,doubt_raised,2025-04-02 07:22:32.291006
244,14414,lesson_started,2025-01-28 10:50:57.698230
245,13191,lesson_started,2025-05-02 08:35:12.480655
246,5997,lesson_completed,2025-04-08 21:38:43.021886
247,10125,quiz_submitted,2025-01-14 16:34:19.318495
248,1639,video_completed,2025-09-20 11:06:40.010091
249,6633,lesson_started,2025-04-02 18:30:47.044397
250,6255,lesson_completed,2025-07-06 00:53:15.270537
251,1032,lesson_started,2025-10-03 16:20:05.362086
252,14895,video_completed,2025-08-12 10:21:32.823800
253,1987,quiz_submitted,2025-06-18 10:17:40.109887
254,5729,lesson_completed,2025-05-29 04:16:39.802964
255,7108,lesson_started,2025-10-10 18:26:11.624643
256,4763,lesson_started,2025-03-20 15:02:20.011515
257,7380,doubt_raised,2025-06-20 09:13:26.008036
258,14927,doubt_raised,2025-04-15 15:36:54.041846
259,14781,lesson_started,2025-07-23 21:17:37.609192
260,10950,lesson_started,2025-08-10 18:14:43.135978
261,12981,video_completed,2025-05-05 08:04:59.398175
262,6394,lesson_completed,2025-10-19 04:25:18.475028
263,4025,lesson_started,2025-01-16 12:16:27.300252
264,14710,video_completed,2025-06-15 09:29:54.637058
265,2897,lesson_started,2025-07-07 14:23:03.300538
266,1630,doubt_raised,2025-09-27 06:59:36.653105
267,13612,quiz_submitted,2025-04-19 00:22:34.625864
268,10395,quiz_submitted,2025-03-20 21:04:02.647973
269,3092,doubt_raised,2025-06-19 16:58:04.931486
270,7932,lesson_started,2025-09-08 12:01:08.663568
271,5993,quiz_submitted,2025-03-04 22:47:16.888812
272,5337,quiz_submitted,2025-03-30 11:46:04.424651
273,13226,video_completed,2025-12-10 16:26:28.102711
274,9642,lesson_completed,2025-08-02 15:48:24.200710
275,3861,lesson_completed,2025-04-15 21:32:26.468553
276,4439,doubt_raised,2025-03-06 01:42:23.562356
277,13613,lesson_started,2025-05-22 22:51:03.258219
278,12343,quiz_submitted,2025-05-16 06:46:08.224909
279,14615,lesson_completed,2025-12-25 19:57:47.572830
280,10837,lesson_completed,2025-01-27 01:53:18.476430
281,1038,lesson_started,2025-02-12 11:52:14.674398
282,1831,lesson_started,2025-03-21 08:15:31.696544
283,3935,quiz_submitted,2025-08-22 11:19:57.245379
284,10748,doubt_raised,2025-11-04 07:14:51.418834
285,4692,doubt_raised,2025-07-23 01:43:53.488341
286,9197,lesson_completed,2025-09-27 05:42:57.208269
287,10021,quiz_submitted,2025-05-12 06:21:21.758612
288,2580,video_completed,2025-05-01 18:02:11.005859
289,10883,doubt_raised,2025-02-19 01:04:57.121463
290,13684,quiz_submitted,2025-09-05 02:05:17.157866
291,10690,doubt_raised,2025-05-07 19:15:45.322528
292,14492,video_completed,2025-01-01 01:11:03.055356
293,11527,lesson_started,2025-08-24 06:35:10.183661
294,12444,lesson_started,2025-12-13 12:04:49.404447
295,8474,lesson_completed,2025-07-18 08:29:57.198312
296,5223,lesson_completed,2025-08-03 19:17:58.527009
297,12836,video_completed,2025-07-24 09:57:09.464556
298,7882,quiz_submitted,2025-11-26 15:28:31.236395
299,14762,lesson_completed,2025-05-13 09:51:46.449781
300,8277,lesson_completed,2025-02-11 03:03:14.997426
301,14028,lesson_completed,2025-11-10 11:50:08.538232
302,14791,lesson_completed,2025-02-16 23:45:56.289807
303,1635,lesson_started,2025-10-20 01:01:35.493985
304,6431,quiz_submitted,2025-02-16 20:29:57.231136
305,7794,lesson_completed,2025-12-10 01:14:38.126751
306,8447,video_completed,2025-02-01 06:41:41.844530
307,12571,quiz_submitted,2025-12-01 01:57:46.184280
308,14285,quiz_submitted,2025-10-23 14:17:42.467426
309,123,lesson_started,2025-02-10 08:25:43.038784
310,4956,lesson_completed,2025-01-17 11:52:27.011325
311,13576,video_completed,2025-05-03 17:35:17.045818
312,3532,lesson_completed,2025-05-02 01:07:11.028784
313,9892,doubt_raised,2025-10-03 16:34:40.014084
314,479,lesson_completed,2025-06-19 18:23:22.775078
315,14818,doubt_raised,2025-08-31 14:24:34.168043
316,4997,lesson_started,2025-06-19 17:07:29.246437
317,8820,video_completed,2025-12-08 04:16:13.080099
318,4901,doubt_raised,2025-10-11 09:32:46.595877
319,5028,quiz_submitted,2025-05-28 16:28:12.440088
320,10835,lesson_completed,2025-06-28 19:04:03.922834
321,5328,lesson_completed,2025-10-10 21:46:09.905767
322,12516,lesson_started,2025-07-23 00:27:53.699700
323,9471,quiz_submitted,2025-04-02 06:38:03.444481
324,8380,doubt_raised,2025-10-22 16:15:32.542007
325,9040,quiz_submitted,2025-12-08 09:04:41.382525
326,9010,quiz_submitted,2025-01-31 00:53:53.690143
327,2016,video_completed,2025-09-08 18:15:16.975434
328,642,quiz_submitted,2025-12-16 01:34:01.139667
329,9239,lesson_started,2025-01-31 11:56:23.638500
330,619,lesson_started,2025-01-26 21:11:20.236172
331,4117,video_completed,2025-10-04 05:06:22.012404
332,12841,lesson_started,2025-10-17 18:43:37.338031
333,4383,video_completed,2025-08-21 08:47:15.591569
334,3600,doubt_raised,2025-03-10 05:02:44.570025
335,3899,quiz_submitted,2025-02-11 09:01:10.843720
336,6299,lesson_started,2025-04-05 22:03:12.611463
337,3872,quiz_submitted,2025-10-01 00:31:09.337285
338,5094,quiz_submitted,2025-09-14 06:56:48.559694
339,3117,lesson_completed,2025-11-27 00:50:32.043068
340,7727,lesson_completed,2025-03-21 10:24:16.457169
341,2989,lesson_completed,2025-02-21 14:25:58.536622
342,10396,doubt_raised,2025-10-16 12:16:22.441750
343,11859,lesson_started,2025-09-16 03:59:45.451829
344,4133,lesson_started,2025-12-10 00:25:51.061507
345,2020,lesson_started,2025-08-23 10:20:26.863168
346,3019,lesson_started,2025-06-15 09:54:25.959567
347,3510,lesson_completed,2025-05-09 20:39:02.486644
348,1883,lesson_started,2025-01-23 22:39:22.000656
349,10324,lesson_started,2025-03-02 00:35:43.932254
350,2580,lesson_started,2025-05-01 17:56:39.009386
351,7539,video_completed,2025-08-03 23:47:15.408220
352,892,lesson_completed,2025-09-13 00:08:48.464592
353,9757,quiz_submitted,2025-05-09 09:54:58.257910
354,13162,video_completed,2025-05-24 14:09:14.410945
355,866,lesson_completed,2025-02-02 19:33:40.495636
356,10065,doubt_raised,2025-08-05 00:39:48.530020
357,12082,lesson_started,2025-02-03 20:41:29.898514
358,4236,video_completed,2025-08-22 03:01:44.629955
359,7125,lesson_completed,2025-06-15 22:38:23.542107
360,9134,lesson_started,2025-02-07 08:13:54.902142
361,12844,video_completed,2025-03-25 15:00:48.176759
362,7075,quiz_submitted,2025-11-09 04:50:34.819689
363,9902,lesson_started,2025-04-21 11:52:35.925544
364,1694,lesson_started,2025-10-05 23:42:19.628863
365,13703,lesson_completed,2025-10-20 22:18:48.887540
366,1288,lesson_completed,2025-09-02 18:36:14.236129
367,1134,lesson_started,2025-02-13 10:34:36.166892
368,7378,lesson_completed,2025-09-04 03:28:08.630752
369,8720,quiz_submitted,2025-03-30 20:29:39.838410
370,10028,lesson_completed,2025-02-18 20:12:41.951509
371,9657,lesson_completed,2025-05-11 00:17:16.916222
372,6656,lesson_completed,2025-08-04 17:52:53.461901
373,4969,lesson_started,2025-06-20 16:25:24.543926
374,1173,lesson_completed,2025-08-15 00:48:33.409294
375,8084,lesson_completed,2025-01-16 22:03:00.066332
376,14631,quiz_submitted,2025-02-18 06:56:20.449264
377,13328,quiz_submitted,2025-12-24 18:52:17.627257
378,2871,doubt_raised,2025-12-23 22:13:38.479845
379,13276,lesson_completed,2025-06-26 03:04:56.807621
380,3702,lesson_started,2025-12-19 23:47:59.976434
381,12104,lesson_started,2025-06-14 03:20:04.538386
382,9577,quiz_submitted,2025-01-29 15:11:46.163587
383,2748,quiz_submitted,2025-11-01 06:59:54.551103
384,10585,lesson_completed,2025-08-29 10:54:02.460927
385,7298,video_completed,2025-01-20 23:22:54.070197
386,7879,quiz_submitted,2025-04-19 05:43:15.830711
387,6225,lesson_started,2025-07-12 11:40:10.460966
388,14964,lesson_completed,2025-08-07 11:44:43.385883
389,5086,quiz_submitted,2025-12-23 23:26:26.750570
390,9321,lesson_started,2025-05-05 01:58:04.665356
391,13152,lesson_started,2025-08-08 06:48:28.950225
392,9088,lesson_completed,2025-09-02 08:32:18.670597
393,4805,video_completed,2025-11-27 06:15:35.070615
394,9847,video_completed,2025-05-14 08:22:45.729884
395,6257,doubt_raised,2025-02-19 08:09:39.762022
396,5208,lesson_completed,2025-09-14 03:53:16.660524
397,13990,lesson_started,2025-05-24 12:45:42.079776
398,1634,doubt_raised,2025-11-27 02:17:02.516983
399,14564,video_completed,2025-06-14 09:56:09.561082
400,7308,lesson_completed,2025-11-09 08:59:21.027762
401,3902,lesson_completed,2025-07-15 23:08:53.657660
402,6505,lesson_started,2025-03-22 21:11:00.550201
403,6842,lesson_completed,2025-06-07 07:46:10.068901
404,9992,lesson_completed,2025-09-04 14:12:14.462418
405,12926,lesson_completed,2025-04-11 13:57:20.311994
406,6177,quiz_submitted,2025-07-18 21:02:31.125340
407,3074,lesson_completed,2025-06-03 21:26:09.057015
408,10292,lesson_completed,2025-05-02 21:01:20.566763
409,13605,quiz_submitted,2025-10-08 07:23:22.345725
410,2302,lesson_completed,2025-07-27 19:50:54.987666
411,11487,quiz_submitted,2025-12-18 04:51:03.244797
412,13275,quiz_submitted,2025-03-18 03:49:43.155594
413,927,lesson_started,2025-09-02 22:58:14.239143
414,9745,lesson_started,2025-04-19 19:36:04.771118
415,8841,video_completed,2025-09-15 02:59:54.012177
416,8666,lesson_completed,2025-01-28 23:29:48.760456
417,9692,lesson_started,2025-06-28 23:20:37.028378
418,10852,quiz_submitted,2025-02-09 08:07:17.340718
419,7761,lesson_started,2025-05-23 18:26:11.964237
420,11973,lesson_completed,2025-09-03 10:51:05.449528
421,893,doubt_raised,2025-08-21 19:45:42.809915
422,11532,quiz_submitted,2025-07-28 04:52:17.141032
423,6586,doubt_raised,2025-04-06 00:45:45.722642
424,11638,lesson_completed,2025-10-29 07:55:19.180858
425,9797,lesson_started,2025-01-30 12:42:59.055303
426,2952,lesson_started,2025-03-18 03:05:35.868390
427,4441,quiz_submitted,2025-07-06 18:01:09.206345
428,2089,video_completed,2025-05-07 04:46:12.496531
429,7882,lesson_completed,2025-11-26 16:35:29.731314
430,4544,lesson_completed,2025-10-30 03:58:16.106625
431,4792,lesson_completed,2025-05-10 01:34:10.883817
432,11102,quiz_submitted,2025-08-13 04:33:44.981665
433,11229,quiz_submitted,2025-11-28 16:57:58.714403
434,12238,lesson_started,2025-11-28 19:11:29.636465
435,14920,lesson_completed,2025-10-04 08:57:21.635706
436,10780,quiz_submitted,2025-11-23 16:46:57.453952
437,8510,doubt_raised,2025-07-24 19:00:09.975383
438,3296,lesson_completed,2025-04-30 19:34:09.013188
439,1910,lesson_started,2025-08-26 22:34:20.406314
440,10701,lesson_started,2025-10-18 17:40:38.610176
441,13342,quiz_submitted,2025-10-16 08:31:37.639214
442,6650,lesson_completed,2025-06-07 02:53:18.535582
443,1892,doubt_raised,2025-01-17 06:44:42.913100
444,10690,lesson_completed,2025-05-07 17:55:59.911016
445,1059,lesson_completed,2025-08-07 11:42:40.819001
446,2787,video_completed,2025-07-17 21:23:31.858828
447,10799,lesson_completed,2025-06-29 20:57:32.384726
448,13281,lesson_started,2025-06-04 12:49:22.458841
449,6825,quiz_submitted,2025-12-10 12:58:02.428318
450,1017,lesson_completed,2025-08-26 21:43:55.195655
451,8590,lesson_completed,2025-05-18 16:49:41.123582
452,7249,quiz_submitted,2025-08-14 15:07:55.141308
453,5570,lesson_started,2025-12-18 10:39:15.993348
454,2079,lesson_completed,2025-06-03 13:46:07.848323
455,2626,video_completed,2025-12-25 16:28:32.571188
456,12503,lesson_completed,2025-04-01 00:20:19.687230
457,12453,lesson_completed,2025-09-25 20:22:49.653510
458,2387,quiz_submitted,2025-08-14 00:06:09.240834
459,10190,lesson_started,2025-09-02 09:24:58.598990
460,4751,lesson_started,2025-11-27 04:37:21.526310
461,4779,lesson_completed,2025-05-09 12:26:04.488814
462,9448,lesson_started,2025-10-03 12:55:22.027433
463,461,lesson_completed,2025-04-07 02:26:50.697560
464,12384,lesson_completed,2025-07-17 18:03:11.298016
465,6265,lesson_completed,2025-06-06 18:32:19.410936
466,11287,lesson_completed,2025-01-04 13:29:26.411889
467,1368,lesson_started,2025-06-06 06:37:28.248509
468,2840,lesson_completed,2025-10-01 17:40:23.810588
469,458,lesson_started,2025-07-23 12:21:36.734503
470,9111,lesson_completed,2025-10-16 12:47:58.145682
471,10621,lesson_completed,2025-08-19 22:52:08.965443
472,14682,doubt_raised,2025-09-26 09:15:42.639267
473,12010,doubt_raised,2025-07-02 05:35:40.827246
474,3107,video_completed,2025-04-10 07:14:19.296012
475,4859,quiz_submitted,2025-07-10 10:11:16.331837
476,5643,lesson_started,2025-04-08 15:51:50.896027
477,14372,lesson_started,2025-10-13 07:39:40.895342
478,11389,quiz_submitted,2025-02-18 07:49:25.845577
479,4583,lesson_completed,2025-04-07 11:05:00.493450
480,2133,doubt_raised,2025-08-06 15:09:30.089460
481,14509,quiz_submitted,2025-09-07 16:31:40.907663
482,12735,lesson_started,2025-11-11 17:06:07.311761
483,5801,lesson_completed,2025-12-28 15:10:13.569748
484,8492,lesson_started,2025-04-05 14:51:09.415142
485,8470,quiz_submitted,2025-05-04 16:09:39.117594
486,1972,lesson_started,2025-02-07 08:06:30.264226
487,539,video_completed,2025-02-11 13:54:20.101328
488,5001,lesson_started,2025-10-04 08:31:29.964676
489,11688,lesson_started,2025-02-12 14:18:16.474872
490,6442,quiz_submitted,2025-05-30 08:40:03.837453
491,8621,quiz_submitted,2025-05-23 19:05:52.772186
492,2358,lesson_started,2025-10-01 08:34:29.429710
493,8753,lesson_started,2025-01-13 03:42:20.932643
494,13036,lesson_completed,2025-03-13 20:15:05.390917
495,6291,lesson_started,2025-07-30 09:47:55.478346
496,13148,quiz_submitted,2025-10-23 09:55:55.568277
497,6792,quiz_submitted,2025-01-25 16:06:10.023638
498,5748,lesson_completed,2025-04-13 23:42:51.236523
499,5409,lesson_completed,2025-05-09 13:29:52.099376
500,4758,lesson_started,2025-01-19 05:40:53.739713
501,567,lesson_started,2025-08-20 09:02:09.401181
502,3819,video_completed,2025-01-10 04:08:35.127617
503,9170,doubt_raised,2025-02-22 08:00:41.135664
504,5132,lesson_completed,2025-01-31 17:06:52.544747
505,10802,quiz_submitted,2025-06-21 19:10:20.157199
506,7949,quiz_submitted,2025-06-03 01:02:05.387047
